ticker,corp_name,corp_code,listed_company
091690,디지텍시스템,00543231,0
119250,에프지엔개발리츠,00693800,0
046400,디브이에스,00263140,0
110500,유니드코리아,00653990,0
013340,AJS,00138695,0
070480,에버테크노,00446479,0
082930,실리콘화일,00525527,0
056340,CU전자,00361114,0
041060,아라온테크,00264857,0
005900,동양건설,00117072,0
002530,벽산건설,00122922,0
067250,STX조선해양,00109453,0
010460,화인자산관리,00156521,0
010670,나노트로닉스,00268437,0
110310,모린스,00676380,0
012650,쌍용건설,00138206,0
036210,태산엘시디,00255840,0
074000,엠텍비젼,00447982,0
004790,렉스엘이앤지,00106492,0
053320,테라리소스,00350738,0
900060,중국식품포장,00694003,0
950070,중국고섬,00844884,0
049000,예당,00252393,0
056810,위다스,00351153,0
035450,지아이바이오,00259439,0
037630,에스비엠,00265227,0
073930,제너시스템즈,00453752,0
025920,우경,00183914,0
900010,3노드디지탈,00630111,0
012410,글로스텍,00102645,0
033550,룩손에너지,00268011,0
036920,지앤에스티,00240088,0
088700,마이스코,00450214,0
028090,네오퍼플,00121251,0
003190,알앤엘바이오,00112004,0
051710,디에스,00314888,0
009010,에듀언스,00173634,0
038720,유일엔시스,00264802,0
046840,자유투어,00343127,0
013780,아큐텍,00267951,0
071530,유에이블,00416706,0
009280,다함이텍,00130046,0
006440,한일건설,00162780,0
026250,삼우이엠씨,00127370,0
052650,이디디컴퍼니,00329677,0
066060,휴먼텍코리아,00371519,0
093410,코리아06호,00592592,0
093400,코리아05호,00592583,0
099210,코리아07호,00637114,0
068420,엔터기술,00407975,0
031920,신민저축은행,00136095,0
034010,트라이써클,00251482,0
038120,AD모터스,00266989,0
015110,중앙건설,00149664,0
046430,알에스넷,00207436,0
045050,큐리어스,00272412,0
042820,어울림 네트,00264741,0
047730,넷웨이브,00304401,0
043890,한빛방송,00270432,0
035210,티브로드도봉강북방송,00244729,0
038990,넥스콘테크,00264644,0
016560,서울저축은행,00130815,0
007200,진흥저축은행,00150855,0
073130,인스프리트,00441872,0
016140,웨스테이트,00131328,0
071660,SSCP,00126593,0
050050,유아이에너지,00262123,0
900150,성융광전투자,00830377,0
034510,무한투자,00240398,0
900030,연합과기,00680161,0
007150,동양텔레콤,00117638,0
033280,어울림엘시스,00206127,0
038320,어울림정보,00261124,0
019260,엔케이바이오,00162577,0
011800,배명금속,00122436,0
105070,금강제강,00579379,0
045260,디에이치패션,00264981,0
007800,솔로몬저축은행,00189343,0
025610,한국저축은행,00104704,0
098400,엔스퍼트,00595243,0
000470,그린손해보험,00104971,0
021060,한림창투,00161301,0
004550,대우송도개발,00161028,0
012400,허메스홀딩스,00153551,0
008540,케이비물산,00154189,0
067130,클루넷,00419989,0
037240,평안물산,00260693,0
065310,JH코오스,00307037,0
001310,풍림산업,00155498,0
053040,블루젬디앤씨,00349468,0
050470,CT&T,00334493,0
066690,보광티에스,00251385,0
015200,비앤비성원,00133089,0
040740,아인스M&M,00262682,0
065610,폴리플러스,00245296,0
045470,에이프로테크놀로지,00264811,0
068630,에피밸리,00301486,0
002670,미주제강,00115472,0
101790,케이알제2호,00647917,0
052350,코아에스앤아이,00345657,0
042340,대국,00264848,0
056710,미리넷,00361035,0
094700,미성포리테크,00530796,0
056010,아이스테이션,00386557,0
015390,엘앤씨피,00191108,0
089480,평산,00220181,0
088960,씨티엘테크,00355821,0
037380,에이원마이크로,00164195,0
046720,엔하이테크,00334767,0
061050,지앤디윈텍,00335924,0
025340,그린기술투자,00116073,0
061140,엘앤피아너스,00298252,0
026220,에스티씨라이프,00133317,0
900020,코웰이홀딩스,00642648,0
037540,네스테크,00259536,0
052810,아시아미디어홀딩스,00355292,0
950030,네프로아이티,00687599,0
037550,클라스타,00314000,0
040180,대양글로벌,00269773,0
024100,제일저축은행,00174129,0
026540,제일창투,00114826,0
037700,토자이홀딩스,00265263,0
042870,에코페트로시스템,00268297,0
054010,선팩테크,00299376,0
052880,큐앤에스,00350251,0
081090,씨모텍,00582054,0
036840,히스토스템,00165361,0
066340,케이에스알,00385451,0
047600,세계투어,00258944,0
050640,이룸지엔지,00439053,0
034600,글로웍스,00251190,0
105380,다산리츠,00686970,0
052510,에코솔루션,00346966,0
039350,헤파호프,00267094,0
031950,에듀패스,00130860,0
014590,티엘씨레저,00106456,0
017170,훈영,00188946,0
072530,나이스메탈,00408585,0
038710,BRN사이언스,00334615,0
030420,디패션,00228916,0
033850,지노시스템,00244589,0
088810,맥스브로,00560991,0
039040,유니텍전자,00265078,0
054170,엔빅스,00300566,0
017160,세븐코스프,00103121,0
043630,지앤알,00267474,0
054150,뉴젠아이씨티,00350118,0
019430,넥서스투자,00267809,0
016160,오라바이오틱스,00109648,0
037020,한와이어리스,00178471,0
032290,알티전자,00183215,0
049690,포휴먼,00331733,0
060750,제이콤,00316488,0
013240,셀런,00134051,0
005350,봉신,00123648,0
031990,대선조선,00110307,0
043680,스톰이앤에프,00264796,0
048640,엠엔에프씨,00236368,0
030030,중앙디자인,00200761,0
019120,경윤하이드로,00173324,0
032380,핸디소프트,00231521,0
046240,에스브이에이치,00268358,0
084450,세실,00446831,0
088020,네이쳐글로벌,00540304,0
082110,동북아8호,00510215,0
052210,엠씨티티코어,00262275,0
047450,이앤텍,00215107,0
048140,태광이엔시,00320807,0
048510,테스텍,00331760,0
070080,하이드로젠파워,00430089,0
052970,올리브나인,00362089,0
058900,투미비티,00392600,0
055250,다휘,00353735,0
035400,브이에스에스티,00223346,0
033030,지오엠씨,00232317,0
041450,인네트,00269339,0
089240,네오세미테크,00535588,0
058690,퓨쳐인포넷,00225210,0
041550,쎄라텍,00138376,0
012580,톰보이,00132488,0
018890,모라리소스,00101947,0
011050,케드콤,00159281,0
047710,액티투오,00348557,0
035830,메카포럼,00246383,0
066300,샤인시스템,00224567,0
066930,에스디,00317089,0
023670,알이엔,00104892,0
068770,선우중공업,00238913,0
011400,케이씨오에너지,00173069,0
067850,바이나믹,00417963,0
018410,현대금속,00174475,0
007490,태창기업,00154204,0
041630,인젠,00352295,0
085990,단성일렉트론,00480905,0
058480,해원에스티,00252001,0
057100,하이스마텍,00350057,0
053470,오페스,00311298,0
074140,엑스로드,00463050,0
030390,쏠라엔텍,00268020,0
041320,보홍,00269287,0
065410,지엔텍홀딩스,00210537,0
041030,이루넷,00257529,0
012090,성원건설,00133034,0
024870,유성티에스아이,00144562,0
069470,제로원인터랙티브,00428792,0
035710,CL,00259493,0
037110,JS,00246189,0
078670,아구스,00537443,0
020070,에버리소스,00154727,0
076090,테이크시스템,00475532,0
002540,고제,00103325,0
045290,포네이처,00263885,0
033190,폴켐,00130204,0
053440,성우몰드,00208301,0
048130,에스피코프,00345499,0
038690,에이스일렉,00264556,0
033260,쌈지,00225140,0
001600,서광건설,00173397,0
004820,조인에너지,00174305,0
034660,제넥셀,00211271,0
017300,에이치비이에너지,00152631,0
065340,쓰리디월드,00388272,0
060670,유퍼트,00299686,0
046350,에듀아크,00250775,0
015170,중앙바이오텍,00149877,0
032030,일공공일안경,00107358,0
008340,코레스,00133715,0
051810,모보,00347442,0
079560,모젬,00481223,0
064060,사이노젠,00367376,0
045880,유티엑스,00344746,0
017050,스타맥스,00136554,0
054020,GK파워,00349787,0
084810,아이알디,00507257,0
017010,제너비오믹스,00158839,0
008320,한국기술산업,00110176,0
015050,비전하이테크,00140919,0
056850,코어비트,00358095,0
041800,코디콤,00287724,0
078700,신지소프트,00477372,0
031960,동산진흥,00267775,0
067950,티이씨,00394574,0
045400,이롬텍,00348140,0
037830,글로포스트,00261188,0
080140,디보스,00441298,0
047940,비엔디,00329084,0
037510,굿라이프10-MF,00297970,0
062730,케너텍,00372013,0
085680,모빌탑,00540021,0
036660,플러스프로핏,00259606,0
014420,프로비타,00128953,0
051530,굿이엠지,00300779,0
035010,소예,00134909,0
001950,남한제지,00107923,0
066850,아이드림,00397766,0
044770,에이엠에스,00264103,0
052640,제네시스,00347840,0
073710,씨디네트웍스,00493501,0
032570,카라반케이디이,00101442,0
058550,네오리소스,00370547,0
054650,뉴젠비아이티,00362380,0
033880,블루멈,00244862,0
035500,써니트렌드,00255309,0
046320,MTRON,00252588,0
035950,케이알,00242439,0
038830,케이엠에스,00271431,0
006210,휴리프,00142698,0
063280,사이버패스,00336570,0
031800,ST&I,00267997,0
052560,삼성수산,00339063,0
079340,하이럭스,00480844,0
036610,지디코프,00254009,0
036270,헤쎄나,00237260,0
039990,코아정보,00259855,0
053070,트리니티,00262044,0
038920,지이엔에프,00265342,0
040020,사라콤,00271413,0
059720,야호,00348007,0
033720,블루스톤,00257194,0
036790,자강,00256292,0
000790,C&상선,00134060,0
013200,C&우방,00142564,0
008400,C&중공업,00150226,0
006070,기린,00106508,0
001970,신성건설,00173661,0
009690,케이엠에이치,00159908,0
048270,포넷,00328854,0
003990,BHK,00136235,0
004230,세신,00133928,0
053170,코스모스피엘씨,00353683,0
036360,3SOFT,00260903,0
026230,IDH,00113632,0
080570,IC코퍼레이션,00508566,0
077960,케이이엔지,00451268,0
071360,나노하이텍,00252375,0
081500,엑스씨이,00535773,0
025460,팬텀엔터그룹,00197324,0
056020,쿨투,00364670,0
001190,마이크로닉스,00112068,0
036280,뉴켐진스템셀,00188122,0
041310,모빌링크,00263991,0
052310,H1바이오,00347363,0
036760,KNS홀딩스,00265218,0
038410,트라이콤,00261461,0
019640,희훈디앤지,00167378,0
076170,GBS,00471989,0
065910,PW제네틱스,00306986,0
007050,유리이에스,00128731,0
073780,케이디세코,00321222,0
066200,이노블루,00361202,0
047370,에프아이투어,00325981,0
038810,포이보스,00264769,0
060550,우수씨엔에스,00360540,0
053890,미디어코프,00308948,0
079870,산양전기,00363325,0
016040,디에스피,00165565,0
078610,도움,00450728,0
005760,위너스인프라인,00165200,0
007640,HK저축은행,00111014,0
072430,아이레보,00451116,0
039060,아이비진,00264839,0
050600,세라온,00296069,0
060410,베스트플로우,00377814,0
034750,디씨씨,00255071,0
045760,한통데이타,00347619,0
060660,한도하이테크,00363033,0
044370,조이토토,00268482,0
033330,두림티앤씨,00119423,0
055970,에너윈,00364227,0
035270,청람디지탈,00220552,0
057330,플래닛82,00301626,0
041940,한텔,00294371,0
004530,SY,00151252,0
065810,UC아이콜스,00257051,0
066330,시큐리티KOR,00405074,0
032590,엔토리노,00119733,0
042570,퓨쳐비젼,00288653,0
064720,모델라인,00368791,0
012460,우영,00143013,0
015670,AP우주통신,00150183,0
038420,씨엔씨엔터,00234555,0
045310,이레전자산업,00303837,0
014900,삼보컴퓨터,00125929,0
025930,팬택,00207542,0
063350,팬택앤큐리텔,00375579,0
025830,한국합섬,00160445,0
054790,제이엠피,00234449,0
054440,엠텍반도체,00356644,0
054250,예일바이오텍,00220446,0
037060,시큐어소프트,00300256,0
048760,VK,00275808,0
047420,레이더스컴퍼니,00330017,0
016970,씨크롭,00140353,0
041500,대한바이오,00291152,0
066480,휘튼,00371139,0
039110,에스피컴텍,00268181,0
056060,세니콘,00305695,0
014010,인터피온반도체,00111591,0
019560,한국파트너스,00162081,0
039870,피케이엘,00222213,0
057110,아이티센,00366164,0
021570,알루코,00139418,0
038980,이지클럽,00229827,0
055810,KTC텔레콤,00367598,0
001580,신광기업,00135670,0
006250,극동전선,00105165,0
042950,미래코리아1MF,00318839,0
008030,아이텍스필,00130000,0
032180,이수세라믹,00145534,0
038960,현주컴퓨터,00244330,0
002480,범양사,00122728,0
033220,남성알미늄,00107303,0
046810,KEPS,00252658,0
030950,보진재,00123514,0
009940,대아리드선,00110981,0
008120,모토조이,00124577,0
001670,경남모직,00101275,0
044440,솔빛미디어,00267669,0
032050,후야인포넷,00194372,0
036900,택산아이엔씨,00154693,0
036820,BET,00248956,0
009890,맥슨텔레콤,00120960,0
032610,에스오케이,00179832,0
049130,하우리,00352000,0
009760,한국컴퓨터지주,00159874,0
036590,케이엔티,00325918,0
009360,베네데스하이텍,00151614,0
012250,셰프라인,00142591,0
006750,센추리,00101992,0
042960,창민테크,00267021,0
054370,업필,00358730,0
037220,넥스텔,00265254,0
038100,아이엠아이티,00260921,0
006150,한메NS,00136217,0
018180,텔슨정보통신,00153852,0
037650,성진산업,00246815,0
056500,슈마일렉트론,00350224,0
053250,엔에스아이,00348052,0
036600,지니웍스,00141440,0
036020,한아시스템,00244932,0
036880,맥시스템,00247762,0
054080,우주통신,00236021,0
025690,동방라이텍,00203458,0
037500,굿라이프5MF,00277727,0
037640,대경테크노스,00248053,0
035910,현대멀티캡,00258731,0
009220,그로웰전자,00101637,0
035780,그로웰텔레콤,00259916,0
005600,중앙제지,00149840,0
